latency,duration,type,marker_value,key,timestamp,marker_id
5.251057,0.000000,marker,1,-1,1740585436.997354,1
10.791021,0.000000,marker,2,-1,1740585442.537318,2
16.245094,0.000000,marker,1,-1,1740585447.991391,3
21.765537,0.000000,marker,2,-1,1740585453.511834,4
27.235226,0.000000,marker,1,-1,1740585458.981523,5
32.615120,0.000000,marker,3,-1,1740585464.361417,6
38.155084,0.000000,marker,1,-1,1740585469.901381,7
43.609157,0.000000,marker,2,-1,1740585475.355454,8
49.028092,0.000000,marker,1,-1,1740585480.774389,9
54.560248,0.000000,marker,3,-1,1740585486.306545,10
60.104115,0.000000,marker,1,-1,1740585491.850412,11
65.464489,0.000000,marker,2,-1,1740585497.210786,12
71.008357,0.000000,marker,1,-1,1740585502.754654,13
76.466334,0.000000,marker,1,-1,1740585508.212631,14
81.971160,0.000000,marker,3,-1,1740585513.717457,15
87.370575,0.000000,marker,1,-1,1740585519.116872,16
92.809031,0.000000,marker,1,-1,1740585524.555328,17
98.196734,0.000000,marker,2,-1,1740585529.943031,18
103.642998,0.000000,marker,1,-1,1740585535.389295,19
109.022892,0.000000,marker,2,-1,1740585540.769189,20
114.457445,0.000000,marker,1,-1,1740585546.203742,21
119.880284,0.000000,marker,1,-1,1740585551.626581,22
125.271891,0.000000,marker,1,-1,1740585557.018188,23
130.718155,0.000000,marker,2,-1,1740585562.464452,24
136.195653,0.000000,marker,1,-1,1740585567.941950,25
141.559931,0.000000,marker,1,-1,1740585573.306228,26
147.033524,0.000000,marker,1,-1,1740585578.779821,27
152.550063,0.000000,marker,2,-1,1740585584.296360,28
157.965095,0.000000,marker,1,-1,1740585589.711392,29
163.403551,0.000000,marker,1,-1,1740585595.149848,30
168.931802,0.000000,marker,2,-1,1740585600.678099,31
174.339025,0.000000,marker,1,-1,1740585606.085322,32
179.711111,0.000000,marker,1,-1,1740585611.457408,33
185.192513,0.000000,marker,2,-1,1740585616.938810,34
190.654394,0.000000,marker,1,-1,1740585622.400691,35
196.026480,0.000000,marker,3,-1,1740585627.772777,36
201.406374,0.000000,marker,1,-1,1740585633.152671,37
206.930721,0.000000,marker,2,-1,1740585638.677018,38
212.416027,0.000000,marker,1,-1,1740585644.162324,39
217.932566,0.000000,marker,3,-1,1740585649.678863,40
223.371022,0.000000,marker,1,-1,1740585655.117319,41
228.778245,0.000000,marker,2,-1,1740585660.524542,42
234.302593,0.000000,marker,1,-1,1740585666.048890,43
239.807419,0.000000,marker,2,-1,1740585671.553716,44
245.343478,0.000000,marker,1,-1,1740585677.089775,45
250.883442,0.000000,marker,3,-1,1740585682.629739,46
256.403885,0.000000,marker,1,-1,1740585688.150182,47
261.885287,0.000000,marker,1,-1,1740585693.631584,48
267.413538,0.000000,marker,1,-1,1740585699.159835,49
272.851994,0.000000,marker,3,-1,1740585704.598291,50
278.349012,0.000000,marker,1,-1,1740585710.095309,51
283.744523,0.000000,marker,2,-1,1740585715.490820,52
289.241541,0.000000,marker,1,-1,1740585720.987838,53
294.769793,0.000000,marker,1,-1,1740585726.516090,54
