latency,duration,type,marker_value,key,timestamp,marker_id
5.231652,0.000000,marker,1,-1,1740586621.837792,1
10.610283,0.000000,marker,3,-1,1740586627.216423,2
15.959431,0.000000,marker,1,-1,1740586632.565571,3
21.256567,0.000000,marker,3,-1,1740586637.862707,4
26.571565,0.000000,marker,1,-1,1740586643.177705,5
31.933690,0.000000,marker,3,-1,1740586648.539830,6
37.269499,0.000000,marker,1,-1,1740586653.875639,7
42.741114,0.000000,marker,2,-1,1740586659.347254,8
48.130347,0.000000,marker,1,-1,1740586664.736487,9
53.492707,0.000000,marker,2,-1,1740586670.098847,10
58.811068,0.000000,marker,1,-1,1740586675.417208,11
64.133375,0.000000,marker,1,-1,1740586680.739515,12
69.460049,0.000000,marker,3,-1,1740586686.066189,13
74.869393,0.000000,marker,1,-1,1740586691.475533,14
80.330611,0.000000,marker,1,-1,1740586696.936751,15
85.699384,0.000000,marker,1,-1,1740586702.305524,16
91.047781,0.000000,marker,1,-1,1740586707.653921,17
96.491842,0.000000,marker,1,-1,1740586713.097982,18
101.931899,0.000000,marker,3,-1,1740586718.538039,19
107.357601,0.000000,marker,1,-1,1740586723.963741,20
112.680991,0.000000,marker,2,-1,1740586729.287131,21
118.035064,0.000000,marker,1,-1,1740586734.641204,22
123.487849,0.000000,marker,2,-1,1740586740.093989,23
128.839081,0.000000,marker,1,-1,1740586745.445221,24
134.328138,0.000000,marker,1,-1,1740586750.934278,25
139.690173,0.000000,marker,1,-1,1740586756.296313,26
145.044741,0.000000,marker,2,-1,1740586761.650881,27
150.372892,0.000000,marker,1,-1,1740586766.979032,28
155.730520,0.000000,marker,3,-1,1740586772.336660,29
161.033601,0.000000,marker,1,-1,1740586777.639741,30
166.365052,0.000000,marker,2,-1,1740586782.971192,31
171.762982,0.000000,marker,1,-1,1740586788.369122,32
177.141274,0.000000,marker,1,-1,1740586793.747414,33
182.477915,0.000000,marker,3,-1,1740586799.084055,34
187.802180,0.000000,marker,1,-1,1740586804.408320,35
193.181362,0.000000,marker,3,-1,1740586809.787502,36
198.622337,0.000000,marker,1,-1,1740586815.228477,37
204.004715,0.000000,marker,1,-1,1740586820.610855,38
209.373944,0.000000,marker,3,-1,1740586825.980084,39
214.680786,0.000000,marker,1,-1,1740586831.286926,40
220.059119,0.000000,marker,2,-1,1740586836.665259,41
225.435342,0.000000,marker,1,-1,1740586842.041482,42
230.808610,0.000000,marker,1,-1,1740586847.414750,43
236.249486,0.000000,marker,2,-1,1740586852.855626,44
241.544057,0.000000,marker,1,-1,1740586858.150197,45
247.010150,0.000000,marker,1,-1,1740586863.616290,46
252.411789,0.000000,marker,2,-1,1740586869.017929,47
257.778323,0.000000,marker,1,-1,1740586874.384463,48
263.208995,0.000000,marker,2,-1,1740586879.815135,49
268.537059,0.000000,marker,1,-1,1740586885.143199,50
273.968792,0.000000,marker,1,-1,1740586890.574932,51
279.461725,0.000000,marker,2,-1,1740586896.067865,52
284.775208,0.000000,marker,1,-1,1740586901.381348,53
290.221823,0.000000,marker,3,-1,1740586906.827963,54
295.569028,0.000000,marker,1,-1,1740586912.175168,55
301.047828,0.000000,marker,3,-1,1740586917.653968,56
