latency,duration,type,marker_value,key,timestamp,marker_id
5.196363,0.000000,marker,1,-1,1740571573.521778,1
10.556699,0.000000,marker,3,-1,1740571578.882114,2
15.971692,0.000000,marker,1,-1,1740571584.297107,3
21.308604,0.000000,marker,1,-1,1740571589.634019,4
26.731405,0.000000,marker,1,-1,1740571595.056820,5
32.115165,0.000000,marker,2,-1,1740571600.440580,6
37.510638,0.000000,marker,1,-1,1740571605.836053,7
42.820220,0.000000,marker,1,-1,1740571611.145635,8
48.168844,0.000000,marker,1,-1,1740571616.494259,9
53.556508,0.000000,marker,1,-1,1740571621.881923,10
58.866091,0.000000,marker,2,-1,1740571627.191506,11
64.140536,0.000000,marker,1,-1,1740571632.465951,12
69.571146,0.000000,marker,1,-1,1740571637.896561,13
74.951002,0.000000,marker,1,-1,1740571643.276417,14
80.229352,0.000000,marker,3,-1,1740571648.554767,15
85.601400,0.000000,marker,1,-1,1740571653.926815,16
90.883653,0.000000,marker,2,-1,1740571659.209068,17
96.224469,0.000000,marker,1,-1,1740571664.549884,18
101.553571,0.000000,marker,2,-1,1740571669.878986,19
106.984181,0.000000,marker,1,-1,1740571675.309596,20
112.274243,0.000000,marker,1,-1,1740571680.599658,21
117.681428,0.000000,marker,2,-1,1740571686.006843,22
123.115942,0.000000,marker,1,-1,1740571691.441357,23
128.378675,0.000000,marker,1,-1,1740571696.704090,24
133.824901,0.000000,marker,2,-1,1740571702.150316,25
139.196949,0.000000,marker,1,-1,1740571707.522364,26
144.666600,0.000000,marker,2,-1,1740571712.992015,27
150.058168,0.000000,marker,1,-1,1740571718.383583,28
155.359942,0.000000,marker,1,-1,1740571723.685357,29
160.650004,0.000000,marker,2,-1,1740571728.975419,30
166.064998,0.000000,marker,1,-1,1740571734.390413,31
171.401909,0.000000,marker,3,-1,1740571739.727324,32
176.777861,0.000000,marker,1,-1,1740571745.103276,33
182.060115,0.000000,marker,3,-1,1740571750.385530,34
187.381409,0.000000,marker,1,-1,1740571755.706824,35
192.663663,0.000000,marker,2,-1,1740571760.989078,36
198.121601,0.000000,marker,1,-1,1740571766.447016,37
203.489745,0.000000,marker,2,-1,1740571771.815160,38
208.912547,0.000000,marker,1,-1,1740571777.237962,39
214.261170,0.000000,marker,2,-1,1740571782.586585,40
219.551232,0.000000,marker,1,-1,1740571787.876647,41
224.821773,0.000000,marker,3,-1,1740571793.147188,42
230.228958,0.000000,marker,1,-1,1740571798.554373,43
235.546349,0.000000,marker,1,-1,1740571803.871764,44
240.926205,0.000000,marker,1,-1,1740571809.251620,45
246.380240,0.000000,marker,1,-1,1740571814.705655,46
251.806945,0.000000,marker,2,-1,1740571820.132360,47
257.214130,0.000000,marker,1,-1,1740571825.539545,48
262.519809,0.000000,marker,2,-1,1740571830.845224,49
267.969939,0.000000,marker,1,-1,1740571836.295354,50
273.349795,0.000000,marker,3,-1,1740571841.675210,51
278.749172,0.000000,marker,1,-1,1740571847.074587,52
284.070466,0.000000,marker,3,-1,1740571852.395881,53
289.446419,0.000000,marker,1,-1,1740571857.771834,54
294.830179,0.000000,marker,2,-1,1740571863.155594,55
300.202227,0.000000,marker,1,-1,1740571868.527642,56
