latency,duration,type,marker_value,key,timestamp,marker_id
5.183035,0.000000,marker,1,-1,1740589157.167553,1
10.520918,0.000000,marker,3,-1,1740589162.505436,2
15.924868,0.000000,marker,1,-1,1740589167.909386,3
21.285675,0.000000,marker,2,-1,1740589173.270193,4
26.757696,0.000000,marker,1,-1,1740589178.742214,5
32.239323,0.000000,marker,1,-1,1740589184.223841,6
37.678906,0.000000,marker,2,-1,1740589189.663424,7
43.014891,0.000000,marker,1,-1,1740589194.999409,8
48.460085,0.000000,marker,1,-1,1740589200.444603,9
53.953424,0.000000,marker,1,-1,1740589205.937942,10
59.447362,0.000000,marker,2,-1,1740589211.431880,11
64.889051,0.000000,marker,1,-1,1740589216.873569,12
70.303813,0.000000,marker,1,-1,1740589222.288331,13
75.645799,0.000000,marker,2,-1,1740589227.630317,14
81.032635,0.000000,marker,1,-1,1740589233.017153,15
86.355902,0.000000,marker,3,-1,1740589238.340420,16
91.781476,0.000000,marker,1,-1,1740589243.765994,17
97.174920,0.000000,marker,1,-1,1740589249.159438,18
102.591580,0.000000,marker,3,-1,1740589254.576098,19
108.061296,0.000000,marker,1,-1,1740589260.045814,20
113.424508,0.000000,marker,1,-1,1740589265.409026,21
118.870900,0.000000,marker,1,-1,1740589270.855418,22
124.297374,0.000000,marker,2,-1,1740589276.281892,23
129.800018,0.000000,marker,1,-1,1740589281.784536,24
135.112680,0.000000,marker,1,-1,1740589287.097198,25
140.586899,0.000000,marker,2,-1,1740589292.571417,26
145.918181,0.000000,marker,1,-1,1740589297.902699,27
151.320025,0.000000,marker,3,-1,1740589303.304543,28
156.753307,0.000000,marker,1,-1,1740589308.737825,29
162.200399,0.000000,marker,1,-1,1740589314.184917,30
167.543692,0.000000,marker,1,-1,1740589319.528210,31
173.004401,0.000000,marker,1,-1,1740589324.988919,32
178.510051,0.000000,marker,1,-1,1740589330.494569,33
183.957941,0.000000,marker,2,-1,1740589335.942459,34
189.332566,0.000000,marker,1,-1,1740589341.317084,35
194.655633,0.000000,marker,2,-1,1740589346.640151,36
200.097222,0.000000,marker,1,-1,1740589352.081740,37
205.526400,0.000000,marker,1,-1,1740589357.510918,38
210.856276,0.000000,marker,1,-1,1740589362.840794,39
216.255540,0.000000,marker,1,-1,1740589368.240058,40
221.737002,0.000000,marker,3,-1,1740589373.721520,41
227.218465,0.000000,marker,1,-1,1740589379.202983,42
232.539959,0.000000,marker,3,-1,1740589384.524477,43
237.875870,0.000000,marker,1,-1,1740589389.860388,44
243.358631,0.000000,marker,1,-1,1740589395.343149,45
248.812265,0.000000,marker,2,-1,1740589400.796783,46
254.257891,0.000000,marker,1,-1,1740589406.242409,47
259.623229,0.000000,marker,1,-1,1740589411.607747,48
264.970453,0.000000,marker,2,-1,1740589416.954971,49
270.466325,0.000000,marker,1,-1,1740589422.450843,50
275.914842,0.000000,marker,2,-1,1740589427.899360,51
281.259042,0.000000,marker,1,-1,1740589433.243560,52
286.635861,0.000000,marker,2,-1,1740589438.620379,53
291.983250,0.000000,marker,1,-1,1740589443.967768,54
297.415074,0.000000,marker,3,-1,1740589449.399592,55
