latency,duration,type,marker_value,key,timestamp,marker_id
5.164055,0.000000,marker,1,-1,1741003055.024270,1
10.483820,0.000000,marker,1,-1,1741003060.344035,2
15.760784,0.000000,marker,2,-1,1741003065.620999,3
21.086780,0.000000,marker,1,-1,1741003070.946995,4
26.373491,0.000000,marker,1,-1,1741003076.233706,5
31.771301,0.000000,marker,3,-1,1741003081.631516,6
37.036771,0.000000,marker,1,-1,1741003086.896986,7
42.445279,0.000000,marker,1,-1,1741003092.305494,8
47.856831,0.000000,marker,3,-1,1741003097.717046,9
53.221705,0.000000,marker,1,-1,1741003103.081920,10
58.663460,0.000000,marker,3,-1,1741003108.523675,11
64.109709,0.000000,marker,1,-1,1741003113.969924,12
69.583591,0.000000,marker,1,-1,1741003119.443806,13
74.843527,0.000000,marker,1,-1,1741003124.703742,14
80.276091,0.000000,marker,3,-1,1741003130.136306,15
85.652226,0.000000,marker,1,-1,1741003135.512441,16
91.064304,0.000000,marker,1,-1,1741003140.924519,17
96.488221,0.000000,marker,2,-1,1741003146.348436,18
101.771363,0.000000,marker,1,-1,1741003151.631578,19
107.063962,0.000000,marker,3,-1,1741003156.924177,20
112.364505,0.000000,marker,1,-1,1741003162.224720,21
117.694291,0.000000,marker,3,-1,1741003167.554506,22
123.156310,0.000000,marker,1,-1,1741003173.016525,23
128.528795,0.000000,marker,1,-1,1741003178.389010,24
133.863474,0.000000,marker,3,-1,1741003183.723689,25
139.206167,0.000000,marker,1,-1,1741003189.066382,26
144.603312,0.000000,marker,3,-1,1741003194.463527,27
149.978840,0.000000,marker,1,-1,1741003199.839055,28
155.399108,0.000000,marker,3,-1,1741003205.259323,29
160.694075,0.000000,marker,1,-1,1741003210.554290,30
166.018076,0.000000,marker,2,-1,1741003215.878291,31
171.458459,0.000000,marker,1,-1,1741003221.318674,32
176.893848,0.000000,marker,3,-1,1741003226.754063,33
182.346155,0.000000,marker,1,-1,1741003232.206370,34
187.718616,0.000000,marker,2,-1,1741003237.578831,35
193.086492,0.000000,marker,1,-1,1741003242.946707,36
198.411555,0.000000,marker,1,-1,1741003248.271770,37
203.687518,0.000000,marker,1,-1,1741003253.547733,38
209.059182,0.000000,marker,2,-1,1741003258.919397,39
214.531657,0.000000,marker,1,-1,1741003264.391872,40
219.982344,0.000000,marker,3,-1,1741003269.842559,41
225.318266,0.000000,marker,1,-1,1741003275.178481,42
230.621487,0.000000,marker,3,-1,1741003280.481702,43
236.025517,0.000000,marker,1,-1,1741003285.885732,44
241.451684,0.000000,marker,3,-1,1741003291.311899,45
246.823023,0.000000,marker,1,-1,1741003296.683238,46
252.244807,0.000000,marker,1,-1,1741003302.105022,47
257.688617,0.000000,marker,3,-1,1741003307.548832,48
263.130622,0.000000,marker,1,-1,1741003312.990837,49
268.532395,0.000000,marker,1,-1,1741003318.392610,50
273.905943,0.000000,marker,1,-1,1741003323.766158,51
279.199937,0.000000,marker,2,-1,1741003329.060152,52
284.576490,0.000000,marker,1,-1,1741003334.436705,53
289.971060,0.000000,marker,2,-1,1741003339.831275,54
295.429880,0.000000,marker,1,-1,1741003345.290095,55
300.829456,0.000000,marker,2,-1,1741003350.689671,56
